projectCategory, slug                                                     , projectAge, projectSummary          , privateBathrooms, publicBathrooms, furnishingType                                                                  , lift        , ageOfProperty, parkingType, listingType       , floorPlanImage                                                                                , maintenanceCharges       , createdAt, updatedAt, Address info                                                                                                                                                                                         , Variant details                                                                                                                                                                                                                                                                       , Configuration info                     , Title                                                  , Possession Status
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263442-37973fcf73632905.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1064.0, 86000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263443-efccc3b7b11a9cf6.jpg""""]""                                                                                           ,  ""na""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263444-42b0f4d7ba7315d4.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1185.0, 96000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263445-61ad0a336e5cd7e8.jpg""""]""                                                                                           ,  ""na""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991474-f7da47510a2039a9.jpeg""", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 1.0,  ""UNFURNISHED""   , 269.1, 5649000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991482-830ba2f79d951b2a.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991488-c0b949b98960c0ed.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 2.0,  ""UNFURNISHED""   , 685.0, 14300000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991494-9ac904a02c4e153c.jpg""""]""                                                                                           ,  ""NA""                       "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ",                                                                                               , " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 900.0, 18900000.0,  ""[]""                                                                                                                                                                                     ,  ""NA""                       "      , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991499-74fa17a4c97985e2.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1095.0, 22900000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991505-2373b8e162de669f.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967184-719e10b6efff3546.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "4.0, 2.0,  ""UNFURNISHED""   , 2650.0, 55800000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967185-54cee65e85919c06.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874341-877b209a8dd708f2.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1065.0, 25400000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874342-f91c6d45130b2367.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-62a4a746ffb7d92a.jpeg""", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 1.0,  ""UNFURNISHED""   , 450.0, 7499000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-e4b9f6b35ff84fc4.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-8264b2f46aeac8b4.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 2.0,  ""UNFURNISHED""   , 850.0, 14100000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-181b9fb00f69e030.jpg""""]""                                                                                           ,  ""NA""                       "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882365-234e90325d589de6.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 774.0, 13600000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882366-5ff9be2083ac3230.jpg""""]""                                                                                           ,  ""NA""                       "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882367-f956a3cf2e42cc2e.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1044.0, 13900000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882368-39d519773fe47182.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445782-c4d339912dac6059.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 912.0, 66800000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445783-07ddd86f8b94a188.jpg""""]""                                                                                           ,  ""NA""                       "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674380-a846f28fd0ac4508.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "0.0, 0.0,  ""UNFURNISHED""   , 805.0, 49000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674385-88d968255a68bec4.jpg""""]""                                                                                           ,  ""NA""                       "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-12d089344fa03c16.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 719.0, 7916000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-6b9222f0e2694408.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-6d208dc15b1ffe3b.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 954.0, 9900000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025385-aedb0110dffa5f27.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025386-cd046b94df0f53d9.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 973.0, 11000000.0,  ""[]""                                                                                                                                                                                     ,  ""NA""                       "      , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-94d95f7bbb80de8a.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 767.0, 784300000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-f415324344fe391c.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-b25862c0a7c41854.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 786.0, 8037000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627515-f85803015d61e3d3.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8e8d34b349402165.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1017.0, 13900000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8162911bdda309f0.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935799-56e60e5d51f758f8.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 4.0,  ""UNFURNISHED""   , 880.0, 8409000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935800-7ec66eb73cfad6b5.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-62f8a4e2e69af1fb.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 1.0,  ""UNFURNISHED""   , 921.0, 8885000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-4a6e51cf542453de.jpg""""]""                                                                                           ,  ""NA""                       "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-e3046c3165cb6a9a.jpg"" ", " ""NA""                ",          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 2.0,  ""UNFURNISHED""   , 1048.0, 11000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935802-e9fd330d696b020e.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174783708-6bab276d8a2b3207.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "8.0, 8.0,  ""UNFURNISHED""   , 9.79, 10088000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174623697-27c4f71a991e078c.jpg""""]""                                                                                           ,  ""asdfghjk""                 "   , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-bb8651e2ee2d0642.png"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "10.0, 2.0,  ""UNFURNISHED""   , 3.0, 120000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-0dead4f474b5ccbc.jpg""""]""                                                                                           ,  ""about property""           "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ",                                                                                               ,                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 2.0,  ""UNFURNISHED""   , 122.0, 10000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157414-15c5ef82cad99022.jpg""""]""                                                                                           ,  ""ABOUT PROPERTY ""          "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-ac73972e2cdcdbfb.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "99.0, 88.0,  ""UNFURNISHED""   , 69.0, 960000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-e10a4f6be6b3cc76.jpg""""]""                                                                                           ,  ""described huh ...?""       ", "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243241-c0143b04ebeb03b2.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "10.0, 12.0,  ""UNFURNISHED""   , 2.0, 30000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243242-5810bb1b43a5db87.webp""""]""                                                                                          ,  ""about property""           "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551545-37ea5c3b2ad1281f.jpeg""",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 1.0,  ""UNFURNISHED""   , 413.23, 10900000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551546-edea4e482b14fe41.jpg""""]""                                                                                           ,  ""Na""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551547-58f19a494160e237.jpeg""",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 2.0,  ""UNFURNISHED""   , 705.14, 18700000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551548-68b2c475624ac9aa.jpg""""]""                                                                                           ,  ""Na""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551549-35d879317c8edbda.jpeg""",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 2.0,  ""UNFURNISHED""   , 646.91, 17200000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551550-8dd99bd7e0de26db.jpg""""]""                                                                                           ,  ""Na""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-788c3a56eab050d8.jpeg""",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "3.0, 3.0,  ""UNFURNISHED""   , 901.26, 23900000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-635af274c30c9045.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-31db7b2bcb6394ec.webp""",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "9.0, 9.0,  ""UNFURNISHED""   , 7.0, 80000000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-b28e6ee1732f2e2b.webp""""]""                                                                                          ,  ""sdfghjn""                  "    , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537111-51daa54aa4442c6d.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 1.0,  ""UNFURNISHED""   , 331.85, 7944000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537116-09ebbf05ef9abbaa.jpg""""]""                                                                                           ,  ""1 RK APARTMENTS""          "  , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944558-7c8147da421f3025.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "1.0, 1.0,  ""UNFURNISHED""   , 396.97, 10700000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-7c164d7b1cc645f7.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-a72d3b85432ed5df.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 4.0,  ""UNFURNISHED""   , 568.98, 15300000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944561-7778f9768558b3c0.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , " ""[]""                                                                       ", " ""false""",              ,            , " ""Sell""       ", " ""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944562-d6e4bab26b0d4fef.jpg"" ",                          ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "2.0, 2.0,  ""UNFURNISHED""   , 619.89, 16700000.0,  ""[""""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944562-e50632ef4ec31e1b.jpg""""]""                                                                                           ,  ""NA""                       " , "Unknown, Unknown, Unknown"            , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 1BHK, "                  , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 2BHK, "                  , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 2BHK, 2BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 1BHK, 1BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 3BHK, 3BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 2BHK, 2BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 1BHK, 1BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 2BHK, 2BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 3BHK, 3BHK"              , Unknown - Unknown                                      , Unknown - NaT
Unknown        , Unknown                                                  ,           , Unknown                 ,                 ,                , Unknown                                                                         , Unknown     , Unknown      , Unknown    , Unknown           , Unknown                                                                                       , Unknown                  ,          ,          , "Unknown, Unknown, 0.0"                                                                                                                                                                              , "nan, nan, Unknown, nan, nan, Unknown, Unknown"                                                                                                                                                                                                                                       , "RESIDENTIAL, 1BHK, 1BHK"              , Unknown - Unknown                                      , Unknown - NaT
